Qobs,site_no,W_mean,D_mean,(W/D)mean,Stage_mean,Qbank,W_bank,D_bank,(W/D)bank,Stage_bank,VI_summer,VI_winter,VI_spring,CAT_EVI_JFM_2012,DAM_density,Pop_density,StreamOrde,DrainageArEa,AI,D50_mm,Mean Elev,Slope,Ludev,Luforest,Luagri,Mean Discharge,Siltmean,Sand mean,Claymean,RatingCurve_Coeff,RatingCurve_Expo
9.732994206,7179730,36.5695992,2.3381208,15.64,1.40208,44.10058588,36.204144,2.6596848,13.61,2.886456,0.17,0.34,0.33,0.13,44,0.52,5,1600.7004,0.571633333,1.5552485,34077,0.00040486,2.37,6.53,40.94,9.959726832,53.24,9.54,37.21,0.996674721,0.327511011
13.61967336,3047000,40.831008,0.893064,45.72,0.527304,39.07718538,46.0248,1.18872,38.72,0.819912,0.21,0.42,0.51,0.17,17,18.04,5,754.5708,0.8973875,0.4568228,25837,0.00149007,2.38,61.3,26.92,15.3555499,54.75,20.49,24.77,0.257824108,0.41275198
7.588902668,4189000,39.3192,0.6096,64.5,0.588264,7.588902668,39.3192,0.6096,64.5,0.588264,0.23,0.31,0.37,0.17,2,36.78,4,891.243,0.7879,17.88505,23028,0.00082618,44.32,4.19,44.56,8.338844826,40.42,32.07,27.51,0.493685243,0.505458987
22.91811794,1111500,21.3612984,0.9369552,22.8,1.536192,23.73429309,22.6975416,1.1143488,20.37,1.551432,0.26,0.43,0.52,0.19,27,249.22,4,240.8283,1.0762,0.5478466,5581,0.00353454,42.47,50.33,1.49,5.447756077,41.51,53.09,5.4,0.458065738,0.532868266
10.29647023,7065495,33.7148424,0.4971288,67.82,0.88392,31.35519375,37.1624352,1.2152376,30.58,1.328928,0.24,0.53,0.42,0.21,1,1.39,5,786.5262,0.79105,1.2011676,20343,0.00817955,13.76,55.97,0.92,11.44910561,39.35,19.95,40.69,0.439723907,0.35849332
112.5903192,12213100,58.7526384,2.454021241,23.94,2.1336,370.536413,71.9361528,3.7240464,19.32,4.062984,0.31,0.38,0.45,0.21,5,97.71,5,2046.2049,1.118093333,0.86239153,165,0.00050459,26.31,0.89,50.45,108.1663287,42.13,44.87,13,0.382768052,0.442560088
10.81701798,5580000,15.166848,0.835152,18.16,1.505712,54.36825792,22.34184,2.182368,10.24,3.172968,0.17,0.37,0.4,0.14,4,3.58,4,591.3504,0.7864,0.54859453,19196,1.00E-05,4.06,28.05,65.4,5.676329295,57.2,19.36,23.43,0.70365149,0.295847111
25.8987161,3331500,68.01612,1.20396,56.49,2.33172,88.06525111,72.7136976,2.3289768,31.22,3.800856,0.19,0.37,0.5,0.16,41,7.64,5,2219.8518,0.857733333,0.32922453,21524,1.00E-05,8.24,19.84,64.27,27.25914017,21.12,68.71,10.17,0.528367163,0.397546742
10.67398982,1473000,49.1813088,0.536448,91.68,0.56388,28.5517455,59.4201504,0.9912096,59.95,0.826008,0.3,0.44,0.45,0.21,7,328.22,4,723.2418,0.895,0.9840139,3477,0.00114843,26.69,32.69,33.01,13.12823528,49.05,31.19,19.75,0.246180076,0.554989288
103.3730872,6054500,106.3971456,1.235492522,86.12,1.328928,598.8970281,113.694972,2.6660856,42.64,2.974848,0.15,0.18,0.17,0.13,115,1.25,7,37586.3238,0.198575,2.4041696,119095,0.00185276,0.31,3.73,8.37,150.4189885,43.13,38.5,18.32,0.171744151,0.543437452
26.47620894,1518000,48.768,0.682752,71.43,0.88392,75.88902668,60.3504,1.060704,56.9,1.423416,0.26,0.44,0.51,0.18,6,184.23,5,726.2838,0.81674,0.24394213,31004,0.00773707,24.15,52.84,17.84,12.82453759,55.79,28.56,15.65,0.358307467,0.422318913
61.744643,4116000,59.64936,2.0503896,29.09,3.243072,195.9526877,95.685864,3.4235136,27.95,5.169408,0.23,0.39,0.46,0.17,47,391.87,6,7446.725,0.802757143,0.94324505,19215,1.00E-05,44,13.52,29.86,64.97513692,31.81,54.44,13.75,0.424699152,0.467306702
18.75747373,1634000,57.0228984,0.697992,81.7,0.871728,111.0920772,61.3355136,1.8446496,33.25,1.93548,0.27,0.51,0.49,0.2,11,39.04,4,2000.3715,0.75235,4.9014525,14830,0.00134443,5.83,69.96,21.23,19.34550042,48.52,32.11,19.47,0.569793209,0.359292881
22.24497095,7057500,50.1789192,0.943356,53.19,0.966216,31.71694088,53.2930608,1.075944,49.53,1.085088,0.26,0.51,0.44,0.2,8,1.86,6,1456.11,0.7629,1.1825652,18245,0.00238307,5.72,63.67,18.78,22.29795168,44.91,26.36,28.73,0.395449304,0.44870035
13.67701488,8053000,18.19656,1.3972032,13.02,1.8288,13.67701488,18.19656,1.3972032,13.02,1.8288,0.21,0.3,0.24,0.19,206,338.9,5,4342.3371,0.501442857,1.3294532,13430,0.00030835,47.9,9.94,3.1,22.66878851,31.35,9.62,59.03,1.034071377,0.308615107
11.11097469,4183500,62.006988,0.51054,121.45,2.051304,11.11097469,62.006988,0.51054,121.45,2.051304,0.24,0.28,0.37,0.18,41,232.05,6,5394.904,0.7659,16.586664,21239,0.00015432,33.3,5.1,53.94,52.98226378,50.65,15.61,33.74,0.394844797,0.486111589
12.17840482,4154000,24.1663728,0.9439656,25.6,1.130808,86.86187202,29.34462,2.8440888,10.32,3.188208,0.21,0.35,0.4,0.17,13,420.92,4,1060.921,0.762252941,0.5700954,21956,0.00044555,60.36,4.42,16.25,10.40854813,22.36,68.31,9.33,0.392720351,0.690363617
18.22511788,2472000,43.245024,1.23444,35.03,1.780032,520.0861606,63.0183144,6.1057536,10.32,7.13232,0.33,0.47,0.47,0.3,31,4.75,5,1926.8262,0.9833,0.69604254,6322,1.00E-05,6.88,14.29,10.29,34.07230407,37.21,43.7,19.09,0.602303857,0.409656889
3.926435943,5495000,25.472136,0.326136,78.1,0.880872,42.70292521,32.9988672,1.701935135,19.39,2.16408,0.18,0.43,0.39,0.16,62,54.21,5,1031.3226,0.732466667,0.3275969,15659,0.00030359,9.83,23.19,51.81,9.309006745,29.17,54.64,16.19,0.663730986,0.374903081
69.09299444,1021000,73.0928688,1.624584,44.99,1.898904,467.3070132,81.354168,3.2586168,24.97,3.514344,0.26,0.31,0.47,0.2,9,45.6,5,3550.5216,1.1545,0.122833684,1900,1.00E-05,13.82,22.76,9.15,74.07355162,54.9,29.11,15.99,0.228176873,0.482350593
135.8230368,5092000,83.3905368,3.89285073,21.42,4.28244,807.2034582,104.9584896,8.182205136,12.83,9.902952,0.11,0.16,0.44,0.04,358,11.55,7,75854.0088,0.471035294,0.25121644,23458,1.00E-05,6.33,1.28,82.47,133.2661996,40.15,8.74,51.15,0.735621153,0.31967625
55.19890296,5480500,78.504288,1.795272,43.73,1.435608,628.7512332,91.6570176,4.584192,19.99,3.761232,0.22,0.36,0.35,0.15,51,390.75,6,10871.775,0.7166,0.2963447,29997,1.00E-05,72.41,12.42,0.77,64.70802454,39.97,37.03,23,0.113707811,0.733536386
4.927123374,5502300,21.70176,0.54864,39.56,0.149352,4.927123374,21.70176,0.54864,39.56,0.149352,0.2,0.38,0.47,0.18,29,1.06,5,937.4625,0.7456,1.9878334,21639,0.00014728,3.92,1.11,79.01,8.246673638,58.2,14.97,26.82,0.96446934,0.220042485
73.90685061,2473000,63.0936,2.286,27.6,1.319784,733.4051459,71.9328,6.33984,11.35,5.65404,0.24,0.38,0.36,0.23,101,581.64,6,4541.9697,1.0064,0.6157794,3765,0.00256529,75.95,1.96,10.99,82.67237299,33.36,53.37,13.27,0.511748371,0.408116971
25.47945754,1183500,62.8689624,1.1905488,52.81,1.490472,152.0612214,62.1792,2.2076664,28.17,2.798064,0.23,0.41,0.45,0.18,63,134.18,5,1290.24,1.01155,1.0391731,4579,1.00E-05,24.11,56.73,2.13,29.11709043,49.83,41.84,8.33,0.252253149,0.608629005
22.30420969,4059000,106.1837856,0.550356956,192.94,0.57912,102.0185813,111.210852,0.935640307,118.86,1.014984,0.25,0.36,0.45,0.21,24,6.5,5,2400.422,0.846645,2.9404063,20703,0.00180612,2.71,30.11,12.06,23.18916636,32.14,55.5,12.36,0.131597468,0.501495502
4.806663703,7264000,16.1928048,1.5352776,10.55,2.4384,0.854487787,12.6107952,1.2094464,10.43,2.093976,0.16,0.29,0.34,0.13,27,3.2,5,538.9308,0.8577875,0.492499,6393,0.00051659,1.69,4.83,68.79,8.427079978,57.74,12.08,30.18,1.276000871,0.262935712
35.0979386,5471500,57.2713104,1.597610227,35.85,3.182112,152.0784946,74.654664,4.794504,15.57,5.513832,0.18,0.34,0.44,0.13,78,10.34,6,4251.5964,0.720266667,0.5706382,21322,5.91E-05,8.34,9.32,55.61,35.63196515,62.56,7.39,30.05,0.527094175,0.424986234
44.43812215,8093100,74.319384,1.530096,48.57,2.862072,49.51110536,74.822304,1.6002,46.76,2.907792,0.3,0.37,0.31,0.31,456,4.27,7,56639.7378,0.461261538,0.3671116,12501,0.00027939,4.64,18.31,30.55,41.99200361,36.34,33.05,30.61,0.24531224,0.656201161
21.4129667,3328500,54.1550352,0.826008,65.56,1.225296,103.9226597,57.5471544,1.4764512,38.98,2.054352,0.21,0.36,0.46,0.18,9,89.29,4,2047.5414,0.834842857,1.4551306,18673,0.00131159,16.65,30.17,44.41,23.40893305,43.32,37.84,18.84,0.2354865,0.531728547
10.97372316,3602500,41.0394912,1.537885825,26.69,1.26492,162.9089914,51.2012184,3.5149536,14.57,3.316224,0.29,0.5,0.47,0.25,9,4.36,4,500.9751,0.989728571,0.4773531,14530,0.00078659,3.61,46.37,46.1,10.06342296,54.05,17.07,28.84,0.394057055,0.476625824
14.0009874,5458900,76.1963424,0.7260336,104.95,2.063496,76.5106371,86.2648008,1.7727168,48.66,3.453384,0.18,0.29,0.37,0.13,7,12.24,5,2213.406,0.75052,0.31433854,26539,0.00091387,6.55,2.29,72.32,19.43325419,36.94,46.07,16.99,0.403266206,0.422724964
76.35837766,2019500,78.8886408,1.6849344,46.82,1.362456,178.7619542,79.8704016,2.2268688,35.87,2.060448,0.3,0.5,0.47,0.24,18,152.76,6,5368.2696,0.773175,12.907465,25667,1.00E-05,36.22,45.05,16.09,75.74755594,38.21,25.3,36.41,0.162191029,0.678951032
57.41364492,6933500,98.9810568,1.9543776,50.65,0.963168,57.41364492,98.9810568,1.9543776,50.65,0.963168,0.21,0.52,0.42,0.17,53,101.14,6,7339.6998,0.757275,1.0228705,20133,0.00206424,19.38,50.92,17.49,81.02365557,39.35,19.95,40.69,0.428323515,0.394266154
3.858503938,2082950,19.1591184,0.7580376,25.27,1.133856,40.71955984,22.7618544,2.8806648,7.9,3.377184,0.32,0.48,0.56,0.26,3,4.57,4,461.6748,0.822057143,0.109355174,3862,0.00014084,2.81,62.06,14.35,5.047837897,18.25,57.6,24.15,1.035583952,0.302732208
33.74193195,3604400,50.3169936,1.183229308,42.53,1.609344,54.09740772,55.0523664,1.5980664,34.45,1.9812,0.23,0.55,0.48,0.19,13,3.24,5,1823.2344,0.9922,1.5848868,12452,0.00037556,4.8,58.91,24.54,38.55476872,53.34,18.46,28.2,0.580015907,0.315576095
428.1998121,14174000,137.2764336,4.19862,32.7,2.215896,873.8664747,152.945592,4.392168,34.82,3.776472,0.21,0.29,0.22,0.2,44,1389.73,6,12510.0558,0.9332,3.5318432,5322,1.00E-05,91.96,0.04,2.11,405.2069944,56.69,18.64,24.66,0.377497753,0.419127449
39.53894745,5476750,48.6156,1.143,42.53,1.466088,210.3938314,60.0456,2.892552,20.76,2.816352,0.14,0.2,0.47,0.11,27,118.99,6,5893.5294,0.702455556,0.21194784,31698,0.00189504,17.53,0.5,76.05,32.22786092,43.31,31.42,25.27,0.306513793,0.508548696
22.86179582,2382500,51.578256,1.267968,40.68,1.56972,53.20525859,48.63084,1.301496,37.37,2.017776,0.16,0.29,0.3,0.13,81,34.55,5,1345.3155,1.0258,2.7810366,20480,1.00E-05,19.95,56.81,11.5,30.42813,52.41,17.67,29.92,0.301650331,0.844008877
6.820497956,3347000,34.2759792,0.7394448,46.35,1.40208,73.90685061,37.670232,1.435608,26.24,2.34696,0.23,0.34,0.34,0.19,2,1019.74,4,641.7243,0.839652381,1.5357406,27097,0.00093898,80.83,5.6,9.93,6.717368167,47.12,28.78,24.1,0.496773907,0.386261497
10.16847829,5459500,31.0009032,1.2850368,24.12,1.210056,128.2817913,33.835848,2.557272,13.23,2.84988,0.16,0.34,0.3,0.11,10,1608.72,4,1341.6957,0.7296,0.24013326,32615,0.00031772,96.19,0.64,0.91,10.10827677,38.51,42.87,18.61,0.343776037,0.5947285
87.49891509,14361500,89.0016,1.191768,74.68,0.957072,152.9107254,85.9536,1.612392,53.31,1.267968,0.23,0.31,0.29,0.2,53,904.35,5,6370.3359,0.55375,3.9777153,27343,0.00098977,77.67,10.88,0.11,98.77970564,40.17,35.66,24.18,0.159062453,0.638972828
10.27899876,3322900,32.287464,0.6096,52.96,1.496568,19.22696629,39.4987272,0.77724,50.82,1.725168,0.2,0.26,0.49,0.16,11,19.18,5,1319.5089,0.828866667,8.658507,24721,0.00031125,5.73,4.38,87.37,12.05395248,50.99,14.32,34.69,0.573994873,0.30649572
77.6174559,6934000,95.786448,1.731264,55.33,1.286256,3732.136985,257.3216088,8.118348,31.7,10.39368,0.21,0.44,0.44,0.17,67,0.99,6,8264.5254,0.733,0.98730403,17060,1.00E-05,5.75,44.5,22.25,94.0296189,56.2,16.75,27.75,0.382196533,0.436254102
8.296482891,3080000,47.1751152,0.6208776,75.98,0.524256,78.16901055,49.5586512,1.4383512,34.46,1.28016,0.22,0.5,0.54,0.19,14,53.86,4,315.729,0.9724,0.4339183,40421,0.00177323,9.53,73.82,12.57,7.88586096,57.55,16.28,26.17,0.20319821,0.633015446
58.94940662,4121970,55.7866296,1.5733776,35.46,1.7526,215.7924862,65.5115784,2.4893016,26.32,2.822448,0.23,0.4,0.48,0.22,46,25.71,6,6072.844,0.837404167,1.5522012,19472,0.00132893,7.2,72.04,2.42,58.65777189,16.45,77.51,6.03,0.240657063,0.559231555
5.114155845,6918740,17.422368,0.515112,33.82,0.954024,60.22966583,37.1145816,2.3756112,15.62,2.706624,0.32,0.46,0.28,0.24,7,24.17,5,612.2007,0.759033333,1.4195868,27001,0.00021266,2.17,37.91,57.54,6.948206729,44.36,18.93,36.66,0.533654532,0.430099195
7.699479776,3550000,23.3985816,0.8811768,26.55,0.80772,15.68246736,24.8908824,0.9878568,25.2,0.969264,0.35,0.56,0.54,0.29,4,22.55,4,267.8238,1.1216,1.0635904,47639,0.0017032,16.26,44.27,35.54,7.547220337,42.88,34.49,22.22,0.460608336,0.524264337
66.41490467,3081500,108.7675752,1.0732008,101.35,1.00584,291.7192875,110.1522816,1.5538704,70.89,2.663952,0.17,0.55,0.52,0.16,44,40.35,6,2747.2887,0.9777,0.1449557,35687,0.00581188,18.38,74.03,0.11,62.45737688,47.02,36.01,16.97,0.299289386,0.482541488
34.07224744,2394670,40.785288,1.139952,35.78,1.892808,132.8325844,50.773584,2.350008,21.61,3.197352,0.23,0.4,0.36,0.22,301,13.31,6,3485.448,0.948866667,1.0227908,20178,1.00E-05,51.72,29.22,13.12,65.32691654,43.86,30.56,25.58,0.242659209,0.72240062
6.088112215,1582500,20.05584,0.7729728,25.95,0.554736,45.44846561,19.99488,2.4999696,8,1.862328,0.26,0.53,0.51,0.2,1,87.77,5,415.278,0.87796,2.5651321,7593,0.00239593,17.75,68.69,11.95,5.856622367,52.49,30.18,17.33,0.634633771,0.398578665
26.73106014,14308000,22.73808,1.5867888,14.33,0.963168,37.66134533,26.3652,1.581912,16.67,1.130808,0.26,0.37,0.39,0.24,1,17.08,5,1167.948,0.6861,2.526041,30939,0.00132517,16.24,64.78,0.15,29.90990422,46.02,26.11,27.86,0.342689162,0.492559335
3.897496173,7332500,17.407128,0.8071104,21.57,1.176528,3.897496173,17.407128,0.8071104,21.57,1.176528,0.27,0.43,0.34,0.29,22,15.52,4,1239.2298,0.6449,0.46504444,15515,0.0009726,4.74,57.38,23.46,10.10128252,39.76,19.07,41.17,1.13906336,0.318625131
20.66421385,4250200,33.8376768,1.1756136,28.78,1.917192,230.5608872,55.9945032,1.996186233,28.05,3.358896,0.28,0.41,0.49,0.19,7,17.74,5,618.677,1.23195,0.5154028,14410,0.0025813,7.55,43.61,31.56,20.61870875,34.92,61.28,3.8,0.238475157,0.513306651
53.64850147,2379500,31.732728,1.511808,20.99,1.271016,57.38136376,32.418528,1.545336,20.98,1.301496,0.29,0.53,0.47,0.23,20,113.07,4,349.2729,1.16616,2.7810576,38050,0.00238759,26.39,72.32,1.15,9.785918307,39.96,39.67,20.37,0.285238613,0.500862128
5.080996871,1073500,20.8580736,0.7016496,29.73,0.633984,56.30085127,30.092904,1.670304,18.02,2.081784,0.32,0.47,0.53,0.25,14,57.72,5,471.8646,0.966166667,0.08174796,1166,0.00136271,6.97,67.17,11.96,8.380782008,41.83,46.53,11.64,0.471725962,0.634894413
21.77561997,3076500,46.6344,0.8848344,52.7,1.042416,160.8394297,49.0728,1.857756,26.42,1.73736,0.2,0.53,0.54,0.17,15,37.22,5,763.2108,1.017828571,0.2529375,44884,0.00424411,8.37,81.47,7.65,18.87824489,53.31,25,21.69,0.157109254,0.59215809
16.41748657,5338500,112.1996232,0.8860536,126.63,1.118616,163.6663242,135.892032,1.652016,82.26,2.188464,0.21,0.42,0.46,0.15,20,26.69,5,2563.677,0.769533333,2.7489147,28022,0.00060679,7.53,61.69,20.49,16.99741465,38.09,46.78,15.13,0.179656673,0.560096501
145.8807681,1513500,196.1323992,1.5825216,123.94,1.709928,441.8312935,196.810884,3.0595824,64.33,3.203448,0.2,0.29,0.33,0.15,216,1296.56,6,10233.0306,0.877828571,0.16030568,24507,3.69E-05,76.54,13.52,1.46,184.4543108,51.42,29.59,18.97,0.192863349,0.604265525
31.23946298,5482500,57.15762,0.9430512,60.61,1.975104,271.7666182,65.416176,3.3528,19.51,4.315968,0.17,0.31,0.38,0.13,29,8.17,5,4179.2508,0.661733333,0.19237138,29559,0.00070171,4.69,8.32,62.49,28.32705168,39.91,37.13,22.96,0.207825343,0.690515153
71.4413917,4065106,81.7007256,2.139001291,38.2,2.161032,349.4351859,77.6093952,4.8868584,15.88,4.00812,0.22,0.31,0.37,0.15,36,72.25,6,6449.402,0.7874,0.7220897,25810,0.00531616,22.27,34.08,13.61,67.29343342,15.81,79.61,4.58,0.310566999,0.52368786
33.69699319,3465500,79.5528,1.490472,53.37,0.59436,498.3756976,79.248,3.709416,21.36,2.25552,0.24,0.53,0.51,0.22,37,48.13,6,2085.8472,0.90434,1.6787653,45850,0.00318477,7.37,67,19.25,41.82266914,42.07,40.42,17.54,0.119613475,0.627212143
5.571981883,1575500,26.0780784,0.6638544,39.28,0.819912,16.20346819,37.2718584,0.675060102,55.21,1.182624,0.24,0.33,0.34,0.2,10,1746.62,5,579.5469,0.84804,2.0206623,10749,0.0017645,90.78,6.37,1.56,7.108791307,50.82,17.02,32.21,0.421073659,0.508485112
7.126630892,2092500,27.624024,1.746504,15.82,2.090928,30.82549967,27.230832,2.761488,9.86,3.578352,0.31,0.4,0.47,0.28,3,8.11,4,454.9806,0.9248,0.16321947,736,1.00E-05,6.2,31.55,41.1,5.51296967,23.01,51.95,25.04,1.002213801,0.176987718
33.82580632,5051522,38.42004,1.780032,21.58,3.62712,199.7616655,79.2291024,5.6339232,14.06,8.540496,0.13,0.26,0.45,0.09,65.56,21.76,5,10713.0681,0.461485714,0.41563934,27289,0.00027468,15.65,0.53,45.77,21.88492282,44.7,7.94,47.37,0.708802084,0.475420708
14.53209732,1572190,40.9459176,0.704088,58.15,1.243584,24.73370627,41.7786312,0.93220737,44.82,1.46304,0.24,0.51,0.49,0.18,6,24.67,4,437.1543,0.920885714,1.03088,12917,0.00102647,13.25,71.01,13.85,9.170622538,47.62,35.14,17.21,0.485710015,0.470099034
8.531002637,7050700,19.299936,0.630936,30.59,1.517904,14.34169515,29.1080952,1.388364,20.97,1.84404,0.33,0.5,0.39,0.26,9,311.99,4,638.0631,0.760875,1.199724,34991,0.00079016,46.68,23.81,29.08,7.205917934,47.18,17.45,35.37,0.616474822,0.284149819
31.93370599,3345500,28.3689552,1.369114416,20.72,1.41732,271.9413045,42.179748,4.1885616,10.07,5.07492,0.18,0.31,0.43,0.16,25,19.75,5,3914.0721,0.850233333,0.19529569,13822,0.0003382,25.76,2.58,61.12,39.89191638,69.84,12.29,17.88,0.881034302,0.282406184
28.11719587,2477000,20.7071976,1.49352,13.86,2.365248,133.6553007,46.3454496,3.5408616,13.09,4.748784,0.31,0.52,0.45,0.26,159,69.12,6,2379.0474,0.960875,0.51499456,6661,0.00016028,19.62,23.32,13.69,39.67070553,46.01,38.42,15.57,0.896309682,0.375351144
42.75836951,2126000,71.326248,1.267968,56.25,0.737616,42.75836951,71.326248,1.267968,56.25,0.737616,0.32,0.44,0.54,0.37,133,6.08,5,3567.1698,0.806933333,0.48805255,6414,0.00061742,2.71,48.91,40.33,42.18254736,41.98,15.21,42.82,0.281540467,0.626953051
2.25684904,7346050,18.1356,1.00584,18.03,1.368552,20.50136392,85.344,2.382012,35.83,2.944368,0.33,0.46,0.43,0.24,37,17,5,1017.7551,0.724566667,0.3054404,7287,0.00054625,4.33,28.82,22.22,8.692465037,40,37.15,22.85,0.669514041,0.269164224
152.8075107,4275000,48.5482392,1.772412,27.39,2.10312,173.5504452,33.2942184,2.249424,14.8,2.25552,0.28,0.35,0.5,0.26,3,173.31,3,513.2394,0.897666667,1.6279867,16089,0.0051718,27.68,63.99,2.85,9.908445105,38.31,56.09,5.25,0.229916956,0.604573764
33.13320568,14303600,49.7211096,0.7705344,64.53,1.728216,84.29523718,45.543216,1.304544,34.91,2.249424,0.35,0.47,0.5,0.31,1,35.48,4,468.4905,2.40485,1.0829442,1541,0.00347517,3.71,55.06,8.17,30.14031803,48.35,29.15,22.51,0.207224465,0.671167949
10.41149307,1151500,38.416992,0.9805416,39.18,0.981456,24.34061244,39.825168,1.225296,32.5,1.286256,0.26,0.38,0.48,0.21,23,72.32,4,588.366,0.98745,0.8208374,9590,0.03901617,21.68,69.12,3.98,12.42538396,45.23,50.26,4.5,0.3520532,0.507874509
27.19471944,2313000,42.7881288,1.716529834,24.93,1.039368,33.50370271,46.4573112,1.824228,25.47,1.210056,0.35,0.41,0.43,0.29,17,38.09,4,4106.6748,0.790277778,0.10207822,924,0.00011553,9.27,36.92,24.29,21.75152237,6.53,83.87,9.6,0.6822824,0.364824547
5.886751443,6864500,22.3086168,0.526885765,42.34,0.850392,61.06789977,36.2937552,2.2107144,16.42,2.700528,0.19,0.29,0.25,0.2,138,342.49,6,19174.0743,0.41934,0.6009158,46197,0.00059923,40.64,2.89,39.29,5.968360464,38.68,44.26,16.79,0.813250979,0.323911164
12.40275884,3324300,43.043856,1.43256,30.05,2.176272,43.04153752,42.236136,1.618488,26.1,2.551176,0.19,0.27,0.52,0.17,1,7.78,4,1132.7985,0.853375,5.446995,23523,0.0007747,5.61,13.55,77.59,11.93966587,53.45,14.24,32.31,0.16654103,0.7451119
109.8691879,14319500,86.5632,2.645664,32.72,1.32588,254.851209,88.6968,3.44424,25.75,1.975104,0.29,0.4,0.31,0.3,24,100.3,5,3529.1988,0.744771429,1.7820891,11034,0.00184735,20.07,10.63,55.54,109.3528876,39.72,34.37,25.92,0.180186726,0.59912378
6.610981945,8164000,16.4107368,0.896112,18.31,2.14884,6.610981945,16.4107368,0.896112,18.31,2.14884,0.28,0.46,0.5,0.25,6,4.36,5,2129.0643,0.61005,0.26669982,707,1.00E-05,3.68,11.78,33.33,13.29301074,24.47,48.31,27.23,1.178872091,0.192647546
39.36035339,3129000,59.3296248,1.7763744,33.4,0.560832,325.6432115,71.74992,3.416808,21,2.581656,0.25,0.43,0.39,0.2,142,111.64,6,6324.3999,0.8415,2.0554543,23650,0.0008245,17.4,28.84,40.03,78.91561132,47.13,35.79,17.08,0.139419042,0.753959295
5.442574103,1074520,22.64664,0.71628,31.62,1.420368,5.442574103,22.64664,0.71628,31.62,1.420368,0.25,0.4,0.55,0.21,2,34.82,3,297.6732,1.149625,3.6799176,24186,0.01018147,12.08,85.17,0.03,9.597639897,38.97,56.55,4.47,0.251802982,0.522797008
7.695203939,1468500,26.4252456,0.954024,27.7,1.024128,19.14215748,21.27504,1.042416,20.41,1.289304,0.22,0.45,0.48,0.18,15,52.05,4,343.89,0.97256,0.52734995,14411,0.00213462,8.19,69.49,19.35,7.931762495,52.88,26.84,20.27,0.413128318,0.513046812
9.62771234,3045000,44.9205096,0.7784592,57.7,0.996696,127.9919405,52.4256,2.048256,25.6,2.474976,0.21,0.47,0.51,0.19,9,57.6,5,444.8358,0.92032,0.5768229,30950,0.00238675,23.39,56.93,15.22,8.738593105,55.92,18.88,25.2,0.422337375,0.376262758
90.28285306,3584600,57.8973696,2.2183344,26.1,1.530096,117.3540546,59.3756496,2.5078944,23.68,1.819656,0.31,0.49,0.46,0.28,28,11.03,7,4674.6837,1.011,0.6883004,17476,1.00E-05,7.52,23.38,62.63,91.52865072,50.8,13.91,35.29,0.651755337,0.360718099
5.125340981,2238500,26.3652,2.246376,11.74,11.341608,61.44745817,41.148,3.3528,12.27,13.831824,0.35,0.42,0.41,0.29,5,40.37,4,2212.5834,0.765125,0.1127049,1417,0.00128988,8.02,23.24,19.82,5.11942277,4.53,90.77,4.71,2.008542025,1.055433481
14.94724994,2477990,26.904696,0.804672,33.44,1.984248,32.16972653,27.4713192,1.5246096,18.02,2.709672,0.34,0.52,0.46,0.31,45,10.41,5,1278.3708,0.98805,0.44292998,4670,1.00E-05,8.61,43.99,2.51,20.72407556,39.39,44.7,15.91,0.583097852,0.705452251
8.584294857,5502500,42.12336,1.267968,33.22,2.054352,8.584294857,42.12336,1.267968,33.22,2.054352,0.22,0.49,0.42,0.18,38,2.98,5,1196.0325,0.7409,1.2781323,20369,0.000105,3.76,30.06,49.13,10.63899025,50.71,18.34,30.95,0.397765917,0.542123342
4.332470553,1117500,15.9840168,1.0570464,15.12,0.77724,20.45772773,16.9831512,1.6648176,10.2,1.438656,0.25,0.33,0.42,0.21,13,46.96,4,257.7222,1.110555556,0.2993245,1492,1.00E-05,4.34,63.34,6.64,5.814855085,33.42,63.02,3.57,0.483849811,0.652042688
6.739398638,8183500,20.5444344,3.654552,5.62,0.384048,6.739398638,20.5444344,3.654552,5.62,0.384048,0.21,0.34,0.23,0.29,109,4.66,5,5425.4655,0.380966667,0.28917906,8980,1.00E-05,4.16,1.98,61.17,19.34516062,36.26,28.06,35.68,0.362107568,0.581831237
221.5601372,7335500,191.4360408,1.8769584,101.99,2.938272,83.79221752,82.622136,1.999488,41.32,2.090928,0.25,0.4,0.35,0.27,2892,15.57,7,112423.3623,0.736909091,0.6504967,12015,1.00E-05,6.55,20.51,55.48,301.9075026,44.91,26.86,28.22,0.419305977,0.393234198
69.78389607,5430500,82.6416432,1.298145779,63.66,1.618488,189.2286934,91.8060648,2.136648,42.97,2.65176,0.23,0.32,0.33,0.16,78,243.58,6,8656.0191,0.761722222,1.5938301,22801,1.00E-05,35.03,7.31,48.19,66.10135273,43.15,40.61,16.24,0.272059386,0.5572306
10.77397644,13140800,20.3383896,0.5248656,38.75,1.639824,51.53657782,31.708344,0.923544,34.33,2.243328,0.18,0.22,0.27,0.07,3,0.08,5,1820.4156,0.247266667,9.666437,147318,0.00509819,6.65,0.98,8.24,14.16822643,38.24,46.49,15.26,0.328768517,0.455345186
24.00095241,1103500,18.8634624,1.7254728,10.93,1.039368,29.17395057,21.3372192,1.70688,12.5,1.155192,0.3,0.45,0.52,0.24,36,250.4,4,476.8776,1.01745,0.42021632,2712,0.00156672,21.65,62.59,2.35,9.159380768,46.83,45.96,7.2,0.452343427,0.585916373
